time,seconds_elapsed,z,y,x
1661347493658344400,0.154344482421875,0.0035952648613601923,-0.13848426938056946,-0.20919114351272583
1661347493668346600,0.1643466796875,0.006791055668145418,-0.11611373722553253,-0.18788588047027588
1661347493678353200,0.174353271484375,-0.0017310534603893757,-0.0564589723944664,-0.1399490088224411
1661347493688365800,0.18436572265625,-0.012383690103888512,0.008522109128534794,-0.08455529808998108
1661347493698386200,0.19438623046875,-0.030493171885609627,0.026631591841578484,-0.05472791939973831
1661347493708415500,0.20441552734375,-0.030493171885609627,0.014913691207766533,-0.03981423005461693
1661347493718454300,0.214454345703125,-0.015579480677843094,-0.02024000883102417,-0.0366184376180172
1661347493728502800,0.224502685546875,0.014247900806367397,-0.0564589723944664,-0.04727107286453247
1661347493738561300,0.234561279296875,0.0366184376180172,-0.07456845790147781,-0.07177213579416275
1661347493748629200,0.244629150390625,0.03981423005461693,-0.08841688185930252,-0.09840372949838638
1661347493758705700,0.25470556640625,0.04407528415322304,-0.10865689069032669,-0.11864373832941055
1661347493768789500,0.26478955078125,0.03874896466732025,-0.11611373722553253,-0.13355742394924164
1661347493778879200,0.274879150390625,0.017443692311644554,-0.08415582776069641,-0.12183953076601028
1661347493788973300,0.284973388671875,-0.0006657897611148655,0.0021305272821336985,-0.0930774137377739
1661347493799070500,0.295070556640625,-0.014514217153191566,0.08735162019729614,-0.05898897349834442
1661347493809168400,0.30516845703125,-0.043276336044073105,0.16298533976078033,-0.025965800508856773
1661347493819250700,0.315250732421875,-0.03795001655817032,0.22903168201446533,0.04540686309337616
1661347493829307400,0.325307373046875,-0.024101590737700462,0.28016433119773865,0.10293109714984894
1661347493839364000,0.335364013671875,-0.0006657897611148655,0.37390753626823425,0.21478378772735596
1661347493849420500,0.345420654296875,0.00892158318310976,0.4005391299724579,0.27763432264328003
1661347493859477200,0.355477294921875,0.05153212696313858,0.42504018545150757,0.3074617087841034
1661347493869534000,0.365533935546875,0.09627319872379303,0.37284228205680847,0.31385329365730286
1661347493879590400,0.37559033203125,0.1346226930618286,0.3398191034793854,0.29574382305145264
1661347493889647000,0.385647216796875,0.1537974327802658,0.28442537784576416,0.24993747472763062
1661347493899703800,0.395703857421875,0.1442100703716278,0.23648852109909058,0.2265016883611679
1661347493909760300,0.40576025390625,0.1165132075548172,0.15872427821159363,0.18708692491054535
1661347493919817000,0.41581689453125,0.10159952193498611,0.11930952966213226,0.13382373750209808
1661347493929873700,0.425873779296875,0.0834900364279747,0.10972215235233307,0.07097318768501282
1661347493939930000,0.43593017578125,0.05898897349834442,0.12889690697193146,0.035819489508867264
1661347493949986800,0.44598681640625,0.0270310640335083,0.14381058514118195,0.02197106182575226
1661347493960043500,0.45604345703125,0.005725792143493891,0.1459411233663559,0.012383690103888512
1661347493970100000,0.466099853515625,0.0025300011038780212,0.15233269333839417,0.02516685426235199
1661347493980156700,0.47615673828125,-0.003861580742523074,0.1363537460565567,0.04008054360747337
1661347493990213400,0.48621337890625,-0.0017310534603893757,0.10546109825372696,0.04540686309337616
1661347494000269800,0.496269775390625,0.012117373757064342,0.07243792712688446,0.03262370079755783
1661347494010326500,0.506326416015625,0.014247900806367397,0.018109481781721115,0.02090579830110073
1661347494020383000,0.516383056640625,-0.003861580742523074,-0.03728422895073891,0.030493171885609627
1661347494030439700,0.526439697265625,-0.035819489508867264,-0.0798947736620903,0.059255290776491165
1661347494040496400,0.536496337890625,-0.0624510794878006,-0.10546109825372696,0.08801741153001785
1661347494050552800,0.546552734375,-0.09014793485403061,-0.122505322098732,0.09760478138923645
1661347494060609500,0.556609619140625,-0.11251847445964813,-0.15339796245098114,0.08908267319202423
1661347494070666200,0.566666259765625,-0.11358373612165451,-0.16618113219738007,0.07203845679759979
1661347494080722700,0.57672265625,-0.10080057382583618,-0.1459411233663559,0.04966791719198227
1661347494090779400,0.586779296875,-0.07523424178361893,-0.13315795361995697,0.02090579830110073
1661347494100836000,0.596836181640625,-0.047537390142679214,-0.13209268450737,-0.006791055668145418
1661347494110892500,0.606892578125,-0.015579480677843094,-0.13528847694396973,-0.02383527345955372
1661347494120949200,0.61694921875,0.009986846707761288,-0.12037479132413864,-0.01957421936094761
1661347494131006000,0.627005859375,0.025965800508856773,-0.1129179447889328,-0.0035952648613601923
1661347494141062400,0.6370625,0.03129211813211441,-0.12037479132413864,0.02516685426235199
1661347494151119000,0.647119140625,0.01850895583629608,-0.1651158630847931,0.04221107065677643
1661347494161175800,0.65717578125,0.004660528618842363,-0.18109482526779175,0.06138581782579422
1661347494171232300,0.667232177734375,-0.008122635073959827,-0.08309056609869003,0.14341111481189728
1661347494181289000,0.6772890625,-0.06671213358640671,0.04793686419725418,0.24993747472763062
1661347494191345700,0.687345703125,-0.08162582665681839,0.13954953849315643,0.3127880394458771
1661347494201402400,0.69740234375,-0.039015281945466995,0.21837905049324036,0.3628554344177246
1661347494211459000,0.707458984375,-0.0070573715493083,0.25672852993011475,0.33728909492492676
1661347494221515800,0.717515869140625,0.11012163013219833,0.245010644197464,0.32770171761512756
1661347494231572500,0.727572509765625,0.23262694478034973,0.22477063536643982,0.37137752771377563
1661347494241629000,0.73762890625,0.20706062018871307,0.30466538667678833,0.39374807476997375
1661347494251685600,0.747685546875,0.05153212696313858,0.40586546063423157,0.42144492268562317
1661347494261742300,0.757742431640625,-0.04008054360747337,0.5560676455497742,0.5183839201927185
1661347494271799000,0.767799072265625,-0.0624510794878006,0.7478150725364685,0.5940176248550415
1661347494281855700,0.777855712890625,-0.03262370079755783,0.9076046347618103,0.6643250584602356
1661347494291912400,0.787912353515625,0.04407528415322304,1.0460889339447021,0.7655251026153564
1661347494301969200,0.79796923828125,0.11438268423080444,1.151550054550171,0.843289315700531
1661347494312025600,0.808025634765625,0.17510271072387695,1.2048131227493286,0.8986830115318298
1661347494322082300,0.818082275390625,0.16445007920265198,1.294295310974121,0.8912261724472046
1661347494332139000,0.828138916015625,0.07177213579416275,1.3752553462982178,0.8113313913345337
1661347494342195700,0.83819580078125,-0.0070573715493083,1.3507542610168457,0.6707166433334351
1661347494352252400,0.84825244140625,-0.0858868807554245,1.1813774108886719,0.4384891390800476
1661347494362309000,0.85830908203125,-0.11251847445964813,0.9353014826774597,0.19773955643177032
1661347494372365800,0.86836572265625,-0.06351634114980698,0.6892255544662476,0.0070573715493083
1661347494382422300,0.87842236328125,0.0025300011038780212,0.4953475892543793,-0.12183953076601028
1661347494392479000,0.88847900390625,0.08562056720256805,0.3813643753528595,-0.15486270189285278
1661347494402535700,0.89853564453125,0.2102564126253128,0.3249054253101349,-0.13249216973781586
1661347494412592400,0.90859228515625,0.2390185296535492,0.22903168201446533,-0.1165132075548172
1661347494422649000,0.918649169921875,0.1452753245830536,0.04048001766204834,-0.13781848549842834
1661347494432705800,0.928705810546875,0.07603318989276886,-0.061785291880369186,-0.1452753245830536
1661347494442762200,0.93876220703125,0.04833633825182915,-0.11717899888753891,-0.12929637730121613
1661347494452819000,0.94881884765625,0.03874896466732025,-0.16298533976078033,-0.07603318989276886
1661347494462875600,0.958875732421875,0.03235738351941109,-0.18429060280323029,-0.007856319658458233
1661347494472932400,0.968932373046875,0.028096329420804977,-0.15872427821159363,0.05819002538919449
1661347494482989000,0.978989013671875,0.025965800508856773,-0.10972215235233307,0.10080057382583618
1661347494493045800,0.989045654296875,0.03768370300531387,-0.07882951200008392,0.1327584832906723
1661347494503102500,0.9991025390625,0.05153212696313858,-0.09800425171852112,0.14341111481189728
